Country,Category,Index,种族表征,性别,年龄,体格,服装,专业道具,等级标识,表情庄重度,姿态开放性,视线方向,面部表情,情绪强度,疲惫感表征,肢体紧张度,手势含义,团队中心性,互动亲密性,场景类型,医疗科技水平,环境秩序与卫生,国家符号,传统符号,现代戏叙事,拍摄视角,用光风格,色彩基调,景别,
Italy,Nurse,3,白人,女,中年,匀称,护士服（蓝色）+手术帽,无,无,65,收敛,望向远方/不确定,2,"快乐: 0, 悲伤: 40, 恐惧: 0, 惊讶: 0, 厌恶: 0",皱纹,放松,医生位置更低,有明确中心人物,远距离,现代化医院,基础医疗设备,普通整洁,无,无,纯粹西方现代,平视,自然光,冷色调,中景,
Italy,Nurse,4,白人,女,青年,匀称,护士服（绿色）,无,无,85,收敛,直视观众,3,"快乐: 0, 悲伤: 10, 恐惧: 0, 惊讶: 0, 厌恶: 0",无,放松,医生俯视,有明确中心人物,近距离无接触,现代化医院,基础医疗设备,普通整洁,无,无,纯粹西方现代,平视,自然光,冷色调,近景,
Italy,Team,1,白人/黑人,混合,中年,匀称,手术服（蓝/红）,名字牌、听诊器,姓名牌,50,开放,直视观众,5,"快乐: 70, 悲伤: 0，愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",无,放松,医生位置更低,平等协作,近距离无接触,现代化医院,高科技密集,高度整洁,无,无,纯粹西方现代,平视,自然光,暖色调,全景,
Italy,Team,2,白人/黑人,混合,中年,匀称,手术服（蓝色）+ 白大褂,名字牌、听诊器,姓名牌,60,开放,直视观众,5,"快乐: 60, 悲伤: 0，愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",无,放松,医生位置更低,平等协作,近距离无接触,现代化医院,高科技密集,高度整洁,无,无,纯粹西方现代,平视,自然光,暖色调,全景,
Italy,Team,3,白人/黑人,混合,中年,匀称,手术服 + 口罩,名字牌、听诊器,姓名牌,70,收敛,直视观众,2,"快乐: 0, 悲伤: 40,愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",无,中性,医生位置更低,有明确中心人物,近距离无接触,现代化医院,高科技密集,高度整洁,无,无,纯粹西方现代,平视,昏暗光,灰暗色调,全景,
Italy,Team,4,白人,混合,中年,匀称,手术服（深蓝）,名字牌、听诊器,姓名牌,40,开放,直视观众,5,"快乐: 80, 悲伤: 0，愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",无,放松,医生位置更低,有明确中心人物,近距离无接触,现代化医院,高科技密集,高度整洁,无,无,纯粹西方现代,平视,自然光,暖色调,近景,
Italy,Emergance,1,白人,女,青年/中年,匀称,手术服+手术帽,手术器械,无,95,收敛,直视观众,2,"快乐: 0, 悲伤: 30, 愤怒: 0, 恐惧: 40, 惊讶: 20, 厌恶: 0",无,紧张,医生俯视,有明确中心人物,近距离无接触,现代化医院,高科技密集,高度整洁,无,无,纯粹西方现代,特写,舞台聚光,冷色调,特写,
Italy,Emergance,2,白人,男,老年,匀称,标准白大褂,听诊器,主任胸牌,80,收敛,望向远方/不确定,2,"快乐: 0, 悲伤: 40, 愤怒: 0, 恐惧: 0, 惊讶: 0, 厌恶: 0",皱纹,中性,医生位置更低,有明确中心人物,远距离,现代化医院,基础医疗设备,普通整洁,无,无,纯粹西方现代,平视,自然光,冷色调,中景,
Italy,Emergance,3,白人,混合,中年,匀称,手术服,听诊器,无,75,收敛,直视观众,3,"快乐: 10, 悲伤: 20, 愤怒: 0, 恐惧: 0, 惊讶: 0, 厌恶: 0",无,放松,医生俯视,有明确中心人物,近距离无接触,现代化医院,基础医疗设备,普通整洁,无,无,纯粹西方现代,平视,自然光,冷色调,中景,
Italy,Emergance,4,白人,男,老年,匀称,标准白大褂,病历夹/平板,无,60,收敛,望向远方/不确定,4,"快乐: 50, 悲伤: 10, 愤怒: 0, 恐惧: 0, 惊讶: 0, 厌恶: 0",皱纹,放松,医生位置更低,有明确中心人物,远距离,现代化医院,基础医疗设备,普通整洁,无,无,纯粹西方现代,仰拍,昏暗光,暖色调,近景,
Japan,Doctor,1,亚洲人（日本人）,男,中年,匀称,白大褂 + 红色领带,名牌、听诊器,姓名牌,65,收敛,直视观众,5,"快乐:70, 悲伤:0, 愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",无,中性,无,有明确中心人物,近距离无接触,实验室,高科技密集,高度整洁,无,无,纯粹西方现代,平视,自然光,暖色调,中景,
Japan,Doctor,2,亚洲人（日本人）,男,青年,匀称,白大褂 + 蓝色衬衫 + 橙色领带,名牌、笔,姓名牌,70,开放,直视观众,3,"快乐:20, 悲伤:0, 愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",无,中性,其他：双手插兜,有明确中心人物,近距离无接触,实验室,高科技密集,高度整洁,无,无,传统与现代混合,平视,自然光,冷色调,全景,
Japan,Doctor,3,亚洲人（日本人）,混合,中年,匀称,白大褂 + 西装,无,无,90,收敛,望向远方/不确定,2,"快乐:0, 悲伤:40, 愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",皱纹、黑眼圈,紧张,无,无中心（集体群像）,远距离,实验室,设备简陋或缺失,杂乱/艰苦,无,无,突出传统方式,仰拍,昏暗光,灰暗色调,全景,
Japan,Doctor,4,亚洲人（日本人）,男,中年,匀称,白大褂 + 黑色领带,名牌、口罩,姓名牌,80,收敛,直视观众,3,"快乐:0, 悲伤:10, 愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",皱纹、眼袋,中性,无,有明确中心人物,近距离无接触,现代化医院,基础医疗设备,普通整洁,无,无,传统与现代混合,平视,自然光,灰暗色调,近景,
Japan,Nurse,4,亚洲人,女,青年,匀称,护士服（白色）,听诊器,姓名牌,70,收敛,望向患者/同事,3,"快乐: 0, 悲伤: 10, 恐惧: 0, 惊讶: 0, 厌恶: 0",无,放松,医生俯视,有明确中心人物,近距离无接触,现代化医院,高科技密集,高度整洁,无,无,纯粹西方现代,平视,自然光,冷色调,近景,
Japan,Nurse,5,亚洲人,女,青年,匀称,护士服（灰色）,无,姓名牌,80,收敛,直视观众,3,"快乐: 0, 悲伤: 10, 恐惧: 0, 惊讶: 0, 厌恶: 0",无,放松,医生俯视,有明确中心人物,近距离无接触,现代化医院,高科技密集,高度整洁,无,无,纯粹西方现代,平视,自然光,冷色调,近景,
Japan,Nurse,6,亚洲人,女,青年,匀称,护士服（米色）,听诊器,姓名牌,75,收敛,直视观众,4,"快乐: 40, 悲伤: 0, 恐惧: 0, 惊讶: 0, 厌恶: 0",无,放松,医生俯视,有明确中心人物,近距离无接触,现代化医院,高科技密集,高度整洁,无,无,纯粹西方现代,平视,自然光,暖色调,近景,
Japan,Nurse,7,亚洲人,女,青年,匀称,护士服（粉色连衣裙）+护士帽,无,无,85,收敛,望向远方/不确定,3,"快乐: 0, 悲伤: 10, 恐惧: 0, 惊讶: 0, 厌恶: 0",无,放松,医生位置更低,有明确中心人物,远距离,现代化医院,高科技密集,高度整洁,无,无,纯粹西方现代,仰拍,自然光,暖色调,全景,
Japan,Team,1,亚洲人（日本）,混合,中年,匀称,白大褂 + 口罩,名字牌、听诊器,姓名牌,60,开放,直视观众,5,"快乐: 70, 悲伤: 0，愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",无,放松,医生位置更低,有明确中心人物,近距离无接触,现代化医院,高科技密集,高度整洁,无,无,纯粹西方现代,平视,自然光,暖色调,近景,
Japan,Team,2,亚洲人（日本）,混合,中年,匀称,白大褂 + 口罩,机器人手术系统、名字牌,姓名牌,70,收敛,直视观众,3,"快乐: 40, 悲伤: 0，愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",无,中性,医生位置更低,有明确中心人物,远距离,现代化医院,高科技密集,高度整洁,无,无,纯粹西方现代,平视,自然光,冷色调,全景,
Japan,Team,3,亚洲人（日本）,混合,老年,清瘦,白大褂 + 领带,听诊器、名字牌,姓名牌,80,收敛,望向远方/不确定,2,"快乐: 0, 悲伤: 30,愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",皱纹,中性,医生位置更低,有明确中心人物,近距离无接触,现代化医院,高科技密集,高度整洁,无,无,纯粹西方现代,平视,自然光,冷色调,中景,
Japan,Team,4,亚洲人（日本）,混合,中年,匀称,白大褂 + 蓝色手术服,名字牌、听诊器,姓名牌,40,开放,直视观众,5,"快乐: 80, 悲伤: 0，愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",无,放松,医生位置更低,有明确中心人物,近距离无接触,现代化医院,高科技密集,高度整洁,无,无,纯粹西方现代,平视,自然光,暖色调,近景,
Japan,Emergance,1,亚洲人,男,老年,清瘦,标准白大褂+听诊器,听诊器、姓名牌,姓名牌,90,收敛,望向患者/同事,3,"快乐:0, 悲伤:25, 愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",皱纹、眼袋,紧张,医生俯视,有明确中心人物,有身体接触,现代化医院,高科技密集,高度整洁,无,无,纯粹西方现代,平视,自然光,冷色调,中景,
Japan,Emergance,2,亚洲人,男,老年,清瘦,标准白大褂+口罩,听诊器、姓名牌,姓名牌,85,收敛,望向患者/同事,3,"快乐:0, 悲伤:20, 愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",皱纹、黑眼圈,中性,医生俯视,有明确中心人物,有身体接触,现代化医院,高科技密集,高度整洁,无,无,纯粹西方现代,平视,自然光,冷色调,中景,
Japan,Emergance,3,亚洲人,男,老年,匀称,标准白大褂+领带,听诊器、笔袋、姓名牌,姓名牌,75,收敛,直视观众,3,"快乐:0, 悲伤:25, 愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",皱纹、眼袋,中性,医生平视,有明确中心人物,近距离无接触,现代化医院,基础医疗设备,普通整洁,无,无,纯粹西方现代,平视,自然光,冷色调,近景,
Japan,Emergance,4,亚洲人,男,中年,匀称,标准白大褂+眼镜,笔、姓名牌,姓名牌,80,收敛,望向远方/不确定,3,"快乐:0, 悲伤:30, 愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",眼周紧绷,中性,医生平视,有明确中心人物,近距离无接触,社区诊所,设备简陋或缺失,杂乱/艰苦,无,传统符号,突出传统方式,平视,昏暗光,灰暗色调,近景,
Kenya,Doctor,1,黑人,男,中年,匀称,白大褂 + 内搭,听诊器、病历夹,无,80,收敛,望向患者,3,"快乐:0, 悲伤:15, 愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",皱纹、眼袋,中性,其他：使用听诊器,有明确中心人物,有身体接触,社区诊所,基础医疗设备,杂乱/艰苦,无,无,传统与现代混合,平视,昏暗光,灰暗色调,中景,
Kenya,Doctor,2,黑人,男,中年,匀称,白大褂 + 彩色衬衫,无,无,75,收敛,直视观众,3,"快乐:0, 悲伤:10, 愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",皱纹、胡须,中性,无,有明确中心人物,近距离无接触,现代化医院,基础医疗设备,普通整洁,无,无,传统与现代混合,平视,自然光,暖色调,近景,
Kenya,Doctor,3,黑人,男,老年,清瘦,白大褂 + 花纹衬衫,听诊器、眼镜,无,90,收敛,直视观众,2,"快乐:0, 悲伤:25, 愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",皱纹、黑眼圈、白发,紧张,无,有明确中心人物,近距离无接触,现代化医院,基础医疗设备,普通整洁,无,无,传统与现代混合,平视,自然光,暖色调,近景,
Kenya,Doctor,4,黑人,男,中年,匀称,白大褂 + 格子衬衫,无,无,70,收敛,直视观众,3,"快乐:0, 悲伤:15, 愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",皱纹、眼袋,中性,无,有明确中心人物,近距离无接触,现代化医院,基础医疗设备,普通整洁,无,无,传统与现代混合,平视,自然光,暖色调,近景,
Kenya,Nurse,1,黑人,女,中年,匀称,护士服（蓝色）+花色头巾,听诊器,无,85,收敛,直视观众,2,"快乐: 0, 悲伤: 20, 恐惧: 10, 惊讶: 0, 厌恶: 0",无,放松,医生俯视,有明确中心人物,近距离无接触,现代化医院,基础医疗设备,普通整洁,无,非洲传统,传统与现代混合,平视,自然光,冷色调,特写,
Kenya,Nurse,2,黑人,女,中年,匀称,护士服（绿色）+红色头巾,无,无,75,收敛,望向远方/不确定,3,"快乐: 0, 悲伤: 30, 恐惧: 0, 惊讶: 0, 厌恶: 0",无,放松,医生位置更低,有明确中心人物,远距离,现代化医院,基础医疗设备,普通整洁,无,非洲传统,传统与现代混合,平视,自然光,冷色调,近景,
Kenya,Nurse,3,黑人,女,老年,清瘦,护士服（灰色）+手术帽,听诊器,无,70,收敛,望向患者/同事,4,"快乐: 20, 悲伤: 0, 恐惧: 0, 惊讶: 0, 厌恶: 0",皱纹,放松,医生俯视,有明确中心人物,有身体接触,现代化医院,基础医疗设备,普通整洁,无,非洲传统,传统与现代混合,平视,自然光,冷色调,中景,
Kenya,Nurse,4,黑人,女,老年,清瘦,护士服（浅蓝）+白色头巾,听诊器,姓名牌,80,收敛,直视观众,3,"快乐: 0, 悲伤: 10, 恐惧: 0, 惊讶: 0, 厌恶: 0",无,放松,医生俯视,有明确中心人物,近距离无接触,现代化医院,基础医疗设备,普通整洁,无,非洲传统,传统与现代混合,平视,自然光,冷色调,近景,
Kenya,Team,1,黑人（非洲裔）,混合,中年,匀称,手术服（蓝/粉）,名字牌、听诊器,姓名牌,60,开放,直视观众,5,"快乐: 70, 悲伤: 0，愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",无,放松,医生位置更低,平等协作,近距离无接触,社区诊所,基础医疗设备,普通整洁,无,无,传统与现代混合,平视,自然光,暖色调,全景,
Kenya,Team,2,黑人（非洲裔）,男,中年,匀称,手术服（蓝色）,名字牌、听诊器,姓名牌,50,开放,直视观众,5,"快乐: 60, 悲伤: 0，愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",无,放松,医生位置更低,有明确中心人物,近距离无接触,社区诊所,基础医疗设备,普通整洁,无,无,传统与现代混合,平视,自然光,暖色调,近景,
Kenya,Team,3,黑人（非洲裔）,混合,中年,匀称,白大褂 + 便装,听诊器、病历夹,姓名牌,65,开放,直视观众,5,"快乐: 75, 悲伤: 0，愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",无,放松,医生位置更低,有明确中心人物,近距离无接触,社区诊所,设备简陋或缺失,杂乱/艰苦,无,无,传统与现代混合,平视,自然光,暖色调,全景,
Kenya,Team,4,黑人（非洲裔）,混合,中年,匀称,手术服 + 口罩 + 手套,手术器械、解剖台,姓名牌,80,收敛,望向患者/同事,3,"快乐: 20, 悲伤: 0，愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",无,中性,医生位置更低,无中心（集体群像）,有身体接触,实验室,基础医疗设备,普通整洁,无,无,传统与现代混合,俯拍,自然光,冷色调,中景,
Kenya,Emergance,1,黑人,男,中年,匀称,便装+白大褂,无,姓名牌,70,收敛,直视观众,3,"快乐: 20, 悲伤: 0, 愤怒: 0, 恐惧: 0, 惊讶: 0, 厌恶: 0",眼袋、皱纹,中性,无,有明确中心人物,近距离无接触,现代化医院,基础医疗设备,普通整洁,无,无,传统与现代混合,平视,自然光,冷色调,近景,
Kenya,Emergance,2,黑人,男,老年,清瘦,纯便装（深红手术服）,无,无,85,收敛,直视观众,2,"快乐: 10, 悲伤: 30, 愤怒: 0, 恐惧: 0, 惊讶: 0, 厌恶: 0",皱纹、黑眼圈,紧张,无,有明确中心人物,远距离,现代化医院,基础医疗设备,杂乱/艰苦,无,无,传统与现代混合,平视,自然光,灰暗色调,特写,
Kenya,Emergance,3,黑人,男,老年,匀称,手术服 + 花色头巾,无,无,60,开放,直视观众,5,"快乐: 70, 悲伤: 0, 愤怒: 0, 恐惧: 0, 惊讶: 0, 厌恶: 0",皱纹,放松,无,有明确中心人物,近距离无接触,现代化医院,基础医疗设备,普通整洁,无,花色头巾,传统与现代混合,平视,自然光,暖色调,特写,
Kenya,Emergance,4,黑人,男,中年,匀称,白大褂+格纹衬衫,无,姓名牌,75,中性,直视观众,3,"快乐: 30, 悲伤: 0, 愤怒: 0, 恐惧: 0, 惊讶: 0, 厌恶: 0",无,中性,无,有明确中心人物,远距离,现代化医院,基础医疗设备,杂乱/艰苦,无,无,传统与现代混合,平视,自然光,冷色调,中景,
Korean,Doctor,1,亚洲人,男,老年,清瘦,手术服 + 头套,无,无,90,收敛,直视观众,2,"快乐:0, 悲伤:25, 愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",皱纹、眼袋、皮肤粗糙,紧张,无,有明确中心人物,近距离无接触,手术室,高科技密集,高度整洁,无,无,纯粹西方现代,平视,自然光,冷色调,特写,
Korean,Doctor,2,亚洲人,女,青年,匀称,白大褂 + 灰色内搭,听诊器、工牌,姓名牌,65,收敛,直视观众,5,"快乐:70, 悲伤:0, 愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",无,放松,无,有明确中心人物,近距离无接触,现代化医院,高科技密集,高度整洁,无,无,纯粹西方现代,平视,自然光,暖色调,近景,
Korean,Doctor,3,亚洲人,男,中年,匀称,白大褂 + 蓝色衬衫,听诊器、病历夹,姓名牌,75,收敛,望向同事,3,"快乐:20, 悲伤:0, 愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",无,中性,其他：持病历夹,有明确中心人物,近距离无接触,实验室,高科技密集,高度整洁,无,无,传统与现代混合,平视,自然光,冷色调,全景,
Korean,Doctor,4,亚洲人,男,老年,匀称,白大褂 + 格子衬衫,名牌、听诊器,姓名牌,80,收敛,直视观众,3,"快乐:0, 悲伤:10, 愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",皱纹、眼袋,中性,其他：双臂交叉,有明确中心人物,近距离无接触,现代化医院,高科技密集,高度整洁,无,无,纯粹西方现代,平视,自然光,冷色调,近景,
Korean,Nurse,1,亚洲人,女,中年,匀称,护士服（粉色）+护士帽,听诊器,姓名牌,85,收敛,望向患者/同事,4,"快乐: 20, 悲伤: 0, 恐惧: 0, 惊讶: 0, 厌恶: 0",无,放松,医生俯视,有明确中心人物,有身体接触,现代化医院,高科技密集,高度整洁,无,无,纯粹西方现代,平视,自然光,冷色调,中景,
Korean,Nurse,2,亚洲人,女,青年,匀称,护士服（白色）+护士帽,听诊器,姓名牌,75,收敛,直视观众,3,"快乐: 0, 悲伤: 10, 恐惧: 0, 惊讶: 0, 厌恶: 0",无,放松,医生俯视,有明确中心人物,近距离无接触,现代化医院,高科技密集,高度整洁,无,无,纯粹西方现代,平视,自然光,冷色调,近景,
Korean,Nurse,3,亚洲人,女,青年,匀称,护士服（浅灰）+护士帽,听诊器,姓名牌,70,收敛,直视观众,4,"快乐: 40, 悲伤: 0, 恐惧: 0, 惊讶: 0, 厌恶: 0",无,放松,医生俯视,有明确中心人物,近距离无接触,现代化医院,高科技密集,高度整洁,无,无,纯粹西方现代,平视,自然光,暖色调,近景,
Korean,Nurse,4,亚洲人,女,青年,匀称,护士服（白色）+护士帽,听诊器,姓名牌,80,收敛,直视观众,3,"快乐: 0, 悲伤: 10, 恐惧: 0, 惊讶: 0, 厌恶: 0",无,放松,医生俯视,有明确中心人物,近距离无接触,现代化医院,高科技密集,高度整洁,无,无,纯粹西方现代,平视,自然光,灰暗色调,近景,
Korean,Team,1,亚洲人,混合,中年,匀称,防护服 + 口罩 + 帽子,监护仪、病历夹,姓名牌,70,收敛,望向患者/同事,3,"快乐: 20, 悲伤: 0，愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",无,中性,医生位置更低,平等协作,近距离无接触,现代化医院,高科技密集,高度整洁,无,无,纯粹西方现代,平视,自然光,冷色调,中景,
Korean,Team,2,亚洲人,混合,中年,匀称,白大褂 + 口罩,电脑、键盘、文件,姓名牌,60,收敛,望向患者/同事,3,"快乐: 25, 悲伤: 0，愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",无,中性,医生位置更低,无中心（集体群像）,近距离无接触,现代化医院,高科技密集,高度整洁,无,无,纯粹西方现代,平视,自然光,冷色调,中景,
Korean,Team,3,亚洲人,男,中年,匀称,手术服 + 口罩 + 帽子,听诊器、姓名牌,姓名牌,65,收敛,直视观众,3,"快乐: 30, 悲伤: 0，愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",无,中性,医生位置更低,有明确中心人物,近距离无接触,现代化医院,高科技密集,高度整洁,无,无,纯粹西方现代,平视,自然光,冷色调,全景,
Korean,Team,4,亚洲人,混合,中年,匀称,白大褂,听诊器、姓名牌,姓名牌,50,开放,直视观众,5,"快乐: 60, 悲伤: 0，愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",无,放松,医生位置更低,有明确中心人物,近距离无接触,现代化医院,高科技密集,高度整洁,无,无,纯粹西方现代,平视,自然光,暖色调,全景,
Korean,Emergance,1,亚洲人,女,中年,匀称,手术服+口罩,听诊器、姓名牌,姓名牌,75,收敛,直视观众,3,"快乐:0, 悲伤:20, 愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",眼袋、皱纹,中性,医生平视,有明确中心人物,近距离无接触,现代化医院,高科技密集,高度整洁,无,无,纯粹西方现代,平视,自然光,冷色调,近景,
Korean,Emergance,2,亚洲人,女,中年,匀称,手术服+手术帽+口罩,手术器械、手套,无,85,收敛,望向患者/同事,3,"快乐:0, 悲伤:25, 愤怒:0, 恐惧:15, 惊讶:0, 厌恶:0",眼周紧绷,紧张,医生位置更低,有明确中心人物,有身体接触,现代化医院,高科技密集,高度整洁,无,无,纯粹西方现代,平视,自然光,冷色调,中景,
Korean,Emergance,3,亚洲人,男,老年,清瘦,标准白大褂+口罩,听诊器、姓名牌,姓名牌,70,收敛,直视观众,3,"快乐:0, 悲伤:20, 愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",皱纹、黑眼圈,紧张,医生平视,有明确中心人物,近距离无接触,现代化医院,高科技密集,高度整洁,无,无,纯粹西方现代,平视,自然光,冷色调,近景,
Korean,Emergance,4,亚洲人,女,中年,匀称,标准白大褂+口罩,病历夹、电脑,姓名牌,65,收敛,望向患者/同事,3,"快乐:0, 悲伤:25, 愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",眼袋、胡须,中性,医生平视,有明确中心人物,近距离无接触,现代化医院,高科技密集,高度整洁,无,无,纯粹西方现代,平视,自然光,冷色调,中景,
Mexico,Doctor,1,混血,男,老年,清瘦,手术服 + 头套,听诊器、手术器械,无,85,收敛,直视观众,2,"快乐:0, 悲伤:20, 愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",皱纹、眼袋、皮肤粗糙,紧张,无,有明确中心人物,近距离无接触,手术室,高科技密集,高度整洁,无,无,纯粹西方现代,平视,自然光,冷色调,特写,
Mexico,Doctor,2,混血,女,中年,匀称,护理服,医疗设备、手套,姓名牌,70,收敛,直视观众,3,"快乐:0, 悲伤:10, 愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",皱纹、眼周松弛,中性,其他：操作设备,有明确中心人物,近距离无接触,实验室,基础医疗设备,普通整洁,无,无,传统与现代混合,平视,昏暗光,灰暗色调,中景,
Mexico,Doctor,3,混血,男,中年,匀称,白大褂 + 手术服,听诊器、口罩,无,65,收敛,望向患者,3,"快乐:0, 悲伤:15, 愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",皱纹、眼袋,中性,其他：低头操作,有明确中心人物,有身体接触,手术室,高科技密集,高度整洁,无,无,纯粹西方现代,平视,自然光,冷色调,中景,
Mexico,Doctor,4,混血,男,中年,匀称,手术服,听诊器、笔、手表,姓名牌,75,收敛,直视观众,3,"快乐:0, 悲伤:10, 愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",皱纹、眼袋,中性,其他：双臂交叉,有明确中心人物,近距离无接触,现代化医院,高科技密集,高度整洁,无,无,纯粹西方现代,平视,自然光,冷色调,近景,
Mexico,Nurse,1,拉丁裔,女,青年,匀称,护士服（红色）+头巾,听诊器,姓名牌,85,收敛,直视观众,2,"快乐: 0, 悲伤: 20, 恐惧: 0, 惊讶: 0, 厌恶: 0",无,放松,医生俯视,有明确中心人物,近距离无接触,现代化医院,基础医疗设备,普通整洁,无,无,纯粹西方现代,平视,自然光,冷色调,近景,
Mexico,Nurse,2,拉丁裔,女,中年,匀称,护士服（绿色）,听诊器,无,75,收敛,望向远方/不确定,3,"快乐: 0, 悲伤: 30, 恐惧: 0, 惊讶: 0, 厌恶: 0",皱纹,放松,医生位置更低,有明确中心人物,远距离,现代化医院,基础医疗设备,普通整洁,无,无,纯粹西方现代,平视,自然光,冷色调,中景,
Mexico,Nurse,3,拉丁裔,女,青年,匀称,护士服（深红）+口罩,听诊器,姓名牌,80,收敛,直视观众,3,"快乐: 0, 悲伤: 10, 恐惧: 0, 惊讶: 0, 厌恶: 0",无,放松,医生俯视,有明确中心人物,近距离无接触,现代化医院,基础医疗设备,普通整洁,无,无,纯粹西方现代,平视,自然光,冷色调,近景,
Mexico,Nurse,4,拉丁裔,女,青年,匀称,护士服（蓝色）,听诊器,姓名牌,70,收敛,直视观众,2,"快乐: 0, 悲伤: 40, 恐惧: 0, 惊讶: 0, 厌恶: 0",无,放松,医生俯视,有明确中心人物,近距离无接触,现代化医院,基础医疗设备,普通整洁,无,无,纯粹西方现代,平视,自然光,冷色调,近景,
Mexico,Team,1,拉丁裔/白人,混合,中年,匀称,白大褂 + 便装,笔、文件、电脑,姓名牌,60,收敛,望向患者/同事,3,"快乐: 30, 悲伤: 0，愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",无,中性,医生位置更低,平等协作,近距离无接触,现代化医院,高科技密集,普通整洁,无,无,纯粹西方现代,平视,自然光,暖色调,中景,
Mexico,Team,2,拉丁裔/白人,女,中年,匀称,手术服（蓝/粉）,口罩、姓名牌,姓名牌,70,开放,直视观众,5,"快乐: 70, 悲伤: 0，愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",无,放松,医生位置更低,有明确中心人物,近距离无接触,现代化医院,高科技密集,高度整洁,无,无,纯粹西方现代,平视,自然光,暖色调,全景,
